PC1,PC2,UNS,Cluster
-0.34013865293574164,-1.090406352901243,middle,0
-1.223504831737179,-1.5279737478978832,very_low,2
0.3148804995099814,-1.381665096574251,middle,1
0.2938996767601417,-1.5575129260161469,middle,1
0.908446266752598,-1.6330125342172876,high,1
1.3146465613086793,-1.0017886081249687,high,1
-0.6215157395275116,0.2026333145384106,middle,2
-1.3738319902974372,-0.31038670631659904,low,2
0.28502001761337575,-0.08584116356965116,middle,1
-0.9970838482019926,-0.47893994273432117,low,0
1.1282361953332476,-0.18545089618187727,high,1
0.48695842651889365,-0.6701054330410472,middle,1
-0.4904050572210742,-0.8931143872637983,low,2
0.00522883337716898,-0.5809706083338531,middle,0
0.4521914699793682,-1.577365412125967,middle,1
0.9208585110584416,-0.8546717534150969,high,1
-0.23843159385618667,-1.7400695673096962,low,0
-0.32146627323500937,-1.6128554062112221,low,0
0.8501722966204043,-2.020219988981043,middle,1
1.1789697585976586,-1.9199001670133924,middle,1
0.6340905940411156,-1.6499467568975832,low,1
0.8762857669562604,-1.512038655836154,middle,0
-2.549285866918256,0.8521397170244187,very_low,2
-1.736543026200971,0.9549279731961728,very_low,2
-1.020458379611851,0.7863137545554458,middle,2
-1.7688613476392356,0.8052571685721781,low,2
-0.8920122984389564,0.3857834520131138,middle,2
-0.7749313255049888,0.2516708422400861,middle,2
-0.17425753214788975,0.3917042275919412,high,2
-1.3690495831839204,0.09105720567721813,very_low,0
-0.38026578119670656,-0.1386026562980713,middle,2
0.3219058951381345,-0.46825694156600606,high,1
-1.3481918010063654,-0.4674393357852255,very_low,2
-1.1125744543850475,-0.5178073176657139,low,0
-1.082363302591894,-0.7535400368300624,low,2
-1.1817604989245303,-0.8974221324088596,very_low,2
-0.2259943756300063,-1.1782352296510656,low,0
-0.20488097009708797,-0.876839924186568,low,0
-0.5840749000770912,0.5530251019620794,middle,2
-0.236695431506571,0.43590816192089865,middle,2
-1.201328683919554,0.3894124212236064,low,2
-1.4824997268251867,0.7548036906090513,low,0
-1.7439306716911263,-0.14724315450818773,very_low,2
0.13667182255907878,0.40127667114714227,high,1
-0.8851266577658975,0.01712567335132293,low,2
-0.557991922639172,-0.18060836920326767,low,0
-0.09348169903853615,-0.180293359816439,middle,1
-0.016203733118616163,-0.6537521737772234,middle,1
-0.011080572292274595,-0.3396169438909671,middle,0
-0.8239011943768639,-0.7647410342149544,very_low,0
-0.40459423763861124,-1.1393528291100414,low,2
1.144558998313424,-0.9815773835748867,high,1
-0.10812249022034943,-1.5044454257696298,low,0
-0.11770536772823244,-0.9660091818819042,low,0
-0.1393332924332761,0.3768442463175572,high,2
-0.5631811032155724,0.3916303075552263,middle,2
-1.3794409243923997,0.5858957554298315,low,2
-1.1423463262099856,0.3910150184534979,low,2
0.3470210238085621,0.46533318820438724,high,1
-0.5047715470721972,0.33676365174882245,middle,2
-0.8890884468050239,-0.18455551230570869,low,2
-0.8852382064190154,0.025014904784444382,low,0
0.15476656932088004,-0.2940610870675716,middle,1
-0.011460901519294183,-0.5273822303419416,middle,1
0.07613842422406751,-0.46010264204701123,middle,1
-0.0720561000177907,-0.3015924789677564,middle,0
1.0401412999055248,-0.7891596351973832,high,1
-0.292630992966451,-1.1303059738597476,low,2
0.007804178089293585,-1.4523218406478349,low,0
0.9601884310313844,-0.6759654420161242,high,0
0.42522720744035514,1.0368383407451234,high,1
0.2707697366911253,0.05895090737816417,middle,1
0.3362574357484422,0.18184353060434466,middle,0
-0.3972395192139445,-0.31854128420769695,very_low,0
1.4278709988352352,0.10398893249616534,high,1
1.0254387901971602,-0.49637063790698427,middle,1
1.2114435678993882,-0.15129645314285028,high,1
0.06049933465762508,-0.5911522181979111,low,0
0.5222085078240776,-0.5860837179860049,low,0
-0.17484863770601286,-0.513606428835749,low,2
1.84998495585516,-0.6653410187366574,middle,1
2.1161092935441235,-0.6327059780296687,high,1
2.021771964479636,-1.1374039385088097,high,0
1.723946341939999,-1.666375189855979,high,1
0.8304019807606363,-1.6720321507054323,low,1
0.6919268855458919,-1.5625518450325782,low,0
1.055750454468557,-1.2452453639063537,middle,0
-2.061921024100752,1.516604369285286,low,2
-0.4044001389369422,0.9742355763663092,middle,2
-1.735743373148217,1.1384186248983037,very_low,2
0.21880083966751704,1.249788640275113,high,3
-0.5446929688793302,0.6479111202829568,middle,2
-0.5816980782019341,0.73097084248183,middle,2
-1.0416377057544013,0.3824622265073159,low,2
-1.2807725857986008,0.4842629421753169,low,0
-0.3899829393738323,0.2306960051989433,middle,2
-1.2174405255409004,0.17402019974659455,low,2
-1.3855402551440692,-0.08066650096490852,very_low,0
0.21252410185415047,-0.14089564968645854,middle,0
-0.009490629522117202,-0.23566002735940483,middle,1
-0.4889288445027789,-0.6526115687107364,low,2
0.6095578219967706,-0.6810438754359261,middle,0
1.2992384681646438,-0.1829771317231294,high,0
-1.1302425256024458,0.7951860635516299,low,2
-1.5421767534004192,0.47747301023945404,very_low,2
-1.1776595408356474,0.7529228303608348,low,0
0.5313274500063494,1.442102702738036,high,3
0.3783689184556588,1.0243971720455514,high,3
-0.8511855276333297,0.24374539318275512,low,2
-0.931769072675635,0.13013136121584898,very_low,2
-0.5630389627933999,0.19746526689802638,low,0
0.09434848220994504,0.3055427859602866,middle,1
0.2338330128560539,0.13929512687965429,middle,1
0.3394528672854566,-0.018751346002442704,middle,1
1.4448159665057054,0.43695906454370553,high,3
0.38570836209961273,-0.12693592645921234,middle,1
0.6960261001696457,-0.34493225322667787,middle,1
0.12644722788753954,-1.1138059002103597,low,0
0.43507644186888017,-0.6871713121255246,middle,0
0.2469219783897637,1.6555925855867253,high,3
0.8191603307307583,0.9051061335877603,high,1
-1.2981541310299995,0.6653079138177211,very_low,2
0.28581611956674147,1.3101667982933047,high,3
0.02407966327700094,0.2117122047601,middle,1
0.8233256781379458,0.2578266027203824,high,1
-0.6023024359992055,0.1434179237978287,low,0
0.9872577261961314,0.63732946805501,high,1
-0.49049973755289306,-0.30486406411133715,low,2
0.4108592553287081,-0.1512870804176082,middle,1
1.2594878810168513,0.1958708349966104,high,1
0.17206408069299978,-0.40300852056609854,low,0
1.1614851506772819,-0.6932615527424058,middle,1
0.2060671334509243,-0.8757381499232143,low,1
0.4967786974269196,-1.056784799930458,low,0
1.7880358845626114,-0.4803321397832125,high,1
0.5883897682025875,0.7909301295457609,middle,3
0.6933432061023718,1.2190897833969982,high,3
-0.09940359877928223,0.4720306695234565,low,0
1.3315986931473622,0.7434781934398524,high,0
1.8323921902866642,0.4000312009805834,high,1
-0.06062830926479844,-0.08911245435230063,low,2
0.06699782486934146,0.08476216766060221,low,0
0.6457296867308628,0.3311263344882541,low,0
2.272644788757369,-0.22704143198012722,high,1
1.3082391472375927,-0.3517291114973351,middle,1
0.4577680543980907,-0.6344647779469899,low,0
2.2708466659471718,-0.25374940819921865,high,0
1.6729398634690498,-0.8367365223699565,middle,1
1.9739838180489613,-0.5864532888019485,high,1
1.186914188394863,-0.9610009893420781,middle,1
2.0910583454520113,-0.6518968509066685,high,0
-0.3969789469215939,1.809646573401575,middle,3
-1.1385547239793754,1.3340062760405245,low,2
-0.9446022743848884,1.7766510436189538,very_low,3
-0.39774777173825915,2.319678755212854,low,3
0.2254693983731883,1.986258020376949,middle,3
-1.376900466330169,1.0452421646063925,very_low,2
-0.8846900643809467,1.158020038229659,very_low,3
0.007752450889201077,1.5884939355401007,middle,3
-0.9853599494299782,0.6030013346727996,very_low,2
-0.4717646486272345,0.9917551962465387,low,3
1.6485126433997823,1.189800440360237,high,3
-0.16870918264991305,0.7765040643462623,low,0
0.9030292396339303,0.4183398155637625,middle,3
0.40295860660012467,0.9241670932059717,middle,3
-0.3895559303211254,0.01765454976442851,very_low,0
1.7654509486131444,0.9490003590378673,high,3
0.06138054960697024,2.5071750348303343,middle,3
-0.0016290666135275063,2.663538182207647,middle,3
1.2230891309367604,2.83997838604612,high,3
0.09954152816446328,2.4022017893273584,middle,3
0.6549775172535156,1.335960844544826,middle,3
-0.41526074037781013,1.050451653299132,low,3
-0.3367603144726981,0.9041266924701533,low,3
0.875442615188687,1.3133031087950242,high,3
0.2717804857996481,0.522124046334677,middle,3
0.008872452045923757,0.3472494727408323,low,3
0.14202575548037163,0.585006128427672,low,0
0.7743427354567868,1.0607396177711672,middle,3
1.4428736242761686,0.6212696700010533,middle,3
0.994239871362825,0.4524163992920619,middle,3
0.4047289000259739,-0.013349701823343947,low,0
1.9705320739752281,0.8713033064491456,high,3
0.48279205087260696,2.04008869420093,middle,3
-0.7101003366585303,1.7394434876954874,low,3
1.3167736303319901,2.693229591637264,high,3
1.6940327867760647,3.166312100117544,high,3
0.7084302054903536,1.7057945913938275,middle,3
-0.30250882836950393,1.0731884235191254,low,3
0.0037300720921498143,0.5079032923490878,low,0
2.119432751287247,1.5544849573679747,high,3
0.7899486768139,0.9044731870739929,middle,3
-0.03965123922425272,0.5761910636171441,low,3
0.27912721706371046,0.15078706525490101,low,0
1.4947781956002528,0.9980057406412863,high,3
1.1220404992852855,0.12067909069746346,middle,1
1.0691333405722763,-0.3967332793298823,middle,1
0.4766781577667311,-0.3937183162343727,low,0
2.9536305185019867,0.058708517731491855,high,1
0.6006909599230186,1.6989617051150903,middle,3
0.2757551939081648,1.002880426952493,low,3
0.6106128984091674,1.0864684569644476,middle,3
2.6979189395682157,2.4055752136245587,high,3
1.21258270076661,0.9160329070369239,middle,3
0.21779550865011918,0.855281483321061,low,3
3.0378188549883687,1.6735784185483993,high,3
1.6647533087269724,1.0117860719622271,middle,3
1.6213528367459187,0.4943256717247722,middle,1
1.1611543563954136,0.13602534586413378,middle,1
0.5405959715821916,0.09067314328737137,low,0
2.718504462177322,-0.0992401161764587,high,0
1.8360673649495844,0.6638885110951179,middle,3
2.3993950206573147,-0.28288251023855654,high,1
1.5890803094687518,-0.9128212046917134,middle,0
3.5028090233794424,-0.13414367668781246,high,1
-2.281089669635329,-1.2836410603999793,very_low,2
-1.6491400109902574,-1.1638284701722612,low,0
0.3742916877877344,-1.0016033921032523,high,1
0.8027679203239418,-0.7418888602373629,high,1
0.91494158063011,-1.2056380122615271,high,1
-0.798006691808942,-1.2336174202020207,low,0
-0.12601035504367747,-1.3308720970968417,middle,0
-0.918038153726346,-1.5066115470553514,low,0
1.1270314215064428,-1.2906986016004018,high,1
-2.532105806465349,0.3999771649715623,very_low,2
-1.0192812066011545,0.030275687721860792,middle,2
-2.124748913252426,0.3189152074034088,very_low,2
0.13687900839917344,0.2629589713733539,high,1
-0.9569130700126431,-0.07585425534217269,middle,0
0.2153682004043721,-0.08651731340343306,high,1
-1.6932443415511247,-0.7355353699180301,very_low,2
0.8382109356939749,-0.15575411635861608,high,0
-2.062419956483023,-1.4098180952043546,very_low,2
-1.1527088012012248,-1.34795377996531,low,2
-0.3824053349183156,-1.0678427863633173,middle,1
0.7225460068833721,-0.7371007139160295,high,1
-0.7498456682097671,-0.9437931823308904,low,0
-0.6315063485036987,-1.1248694459467266,low,0
-0.8373661033032959,-1.407089616906592,low,2
0.03225835806344189,-1.254768762254966,middle,1
-1.2824751163851624,-1.2690024564975273,very_low,2
-0.6055585446818237,-1.3283854783148603,low,2
0.07661188052099029,-1.7364266785879023,middle,0
0.3162165202733793,-1.5057313678369457,middle,0
-2.1575422187243514,0.19505577886973208,very_low,2
-1.3392448107923138,0.20783482362970068,low,2
-1.1247661291502309,-0.10185033938192849,low,2
-0.2705050591113112,-0.8081944228401239,middle,0
1.2450423913506565,-0.44066599493237285,high,1
-0.7839170827010388,-1.151261458571273,low,2
0.03781688622655081,-1.0186315647754467,middle,1
-0.5183365960367291,-1.2953075001247056,low,0
1.477390953371572,-1.0746530845653763,high,1
-0.02615021301451353,-0.3444059656085746,middle,1
0.15682675737634225,-0.21238928828025652,middle,1
-1.3718966590881099,-0.06622694871675203,very_low,2
-0.6709979076096915,-0.2411600559637303,low,2
1.8618430157972135,-0.2637859849035431,high,1
-1.3298675556017716,-0.5907952399908252,very_low,2
1.4249936773084055,-0.5962222190588022,high,1
-0.991825473051918,-1.0095954697571563,very_low,2
0.5061438732537271,-0.7628727992303002,middle,1
0.46923449572747045,-0.9010311449671515,middle,0
2.1423420808998297,-0.6422892411956301,high,1
-1.1117286853536161,-1.4727517462406883,very_low,2
0.5886969165757706,-1.1362494581102471,middle,1
-0.915150600573206,-1.840043660651655,very_low,2
2.385830578907803,-1.6778473526727253,high,1
-0.7088705188338207,-1.9432400013792201,very_low,2
2.535922230488484,-1.898355336186764,high,1
-0.5143966215949359,-2.0032160420349405,very_low,2
0.2532663979711599,-1.90383282215856,low,1
2.8965304000219043,-1.8079270331221502,high,1
2.5417470842176346,-1.8396915018909885,high,1
2.7798393413733806,-1.9191355133774632,high,1
-2.181648264239213,0.8913432896405599,low,2
-0.7114127837656378,0.7906254497657709,middle,0
0.47022133095995255,0.7578967045010114,high,0
-1.7424376084313862,0.46128800117262003,low,2
-0.8369563084885511,0.27964386916784423,middle,2
-1.4988392610031889,0.20639043484038194,low,2
-0.38246787684832206,0.11743025161889248,middle,2
-1.009917418847537,0.10697927186825157,low,0
0.7407884636072478,0.18369812454735907,high,0
-1.9371950805580602,-0.40120854659467114,very_low,2
0.3041753813169505,-0.21523735572656832,high,1
-1.7357777460665778,-0.3344573902214769,very_low,2
1.0768648013133675,-0.1363580430157343,high,1
0.11931701555742047,-0.24577800780419704,middle,0
-0.9646398492699626,-0.6457192457578104,low,2
1.0262310799000722,-0.8187470836179549,high,1
-0.7850798947805849,-0.8763723769347854,low,0
1.3291136380192818,-0.777671329766112,high,1
0.5050125298964215,0.6058814352198072,high,1
-0.5258852091853193,0.5747420885321278,middle,2
0.6461215171411561,0.586516207540478,high,0
-1.5651414386006086,0.04077441005419059,very_low,2
-1.5379402875392387,-0.014895069993446737,very_low,2
-0.9680577787788349,0.016598668152368656,low,2
-0.25789165055737606,0.12375797352520367,middle,2
-0.8228451650362022,-0.0813083735346596,low,0
1.0774053783739783,0.10119611209266027,high,0
-1.4951762945007792,-0.5485555445798429,very_low,2
-0.8357629502876318,-0.4908249479182419,low,2
1.1673808967931456,-0.4108670924311973,high,1
-0.3236561332336581,-0.5899504384706777,low,0
-0.25244432563648633,-0.6775461789770447,middle,0
-0.569020261631971,-1.141902418458954,low,2
-0.9793020777953086,-0.35423064544301675,very_low,2
-0.018189810022131422,-0.3130440734827598,low,2
0.8863090077900062,-0.3766169337382775,middle,1
2.199270139414425,-0.3426756692696568,high,1
0.2624587453183522,-0.4076298504092277,low,0
-2.6190485838032402,1.1884402307720354,very_low,2
-1.834636064686463,1.1865189847023638,low,2
-0.7830371784083849,1.2085019649370123,middle,2
-1.6031312617306002,1.1761747483508636,low,2
-0.6446644183449594,1.1389464423979443,middle,2
-0.670738851730718,1.1239488256152974,middle,0
-1.8005827689299718,0.6625996672077981,very_low,2
-1.2168139273797591,0.516442309851906,low,2
-0.5287655869024706,1.263677784690161,middle,2
-0.3690784761053611,1.0144379213481238,middle,2
-1.1184858396169268,1.0311989542648967,low,2
1.1093723586689772,0.8719747687851286,high,0
0.010934714646887169,-0.7272459953556658,low,1
0.03766277471683697,-0.7671617615281608,low,0
-1.2307352808740042,0.7102771627381055,very_low,2
1.3430220537739106,-1.0322810384368286,middle,0
1.5801580365771226,-0.9317503242928389,middle,0
-1.3809869214137873,1.910021394983419,low,2
1.1251918398076728,2.538034523234,high,3
-0.8340206175656498,1.965578069203122,low,3
0.1940708011087558,2.050474382999634,middle,3
1.004840467103775,2.1147851239423177,high,3
1.5223348401626746,2.59937258278103,high,3
-1.7846167696165731,0.997723729111471,very_low,2
-0.6276869474703801,1.332732488125719,low,3
0.4911079423440198,1.0996767371434284,middle,3
-1.6701752505462035,1.5760919880202366,very_low,2
1.487431313002096,2.780710003049019,high,3
-0.7069257649360753,1.5490961479227314,low,3
1.6637959549116892,2.5114652239005344,high,3
-1.2475192982849672,0.8284480501211435,very_low,2
1.5803174829890265,2.18683464484676,high,3
-0.46788457473789064,1.4989129080897636,low,3
-0.445819837390201,1.722087030659573,low,3
1.7183449432235605,1.8233361870510858,high,3
-0.4015199155501199,0.9852558994955396,low,3
1.2499675877485166,0.7344548473687867,middle,3
0.4132677821810998,-0.08408851189952211,low,3
-0.28214961760448215,1.491619264350064,low,3
-0.07748833464054904,1.452445606631669,low,3
0.28084483239666663,1.4928455539873253,low,3
0.4167976660129534,1.057819373183134,low,3
3.106317142285977,1.291441944620158,high,3
3.6392712666477114,0.9087834343005835,high,3
0.8358633722373368,-0.38863262819520356,low,1
2.3242927099486868,-0.11817703365458884,middle,1
1.9864214981889075,-0.1685217976328637,middle,0
